typL,liczbaL,typS,liczbS,typP,liczbaP
artylerzysci,216,artylerzysci,12,piechurzy,164
konnica,366,artylerzysci,35,konnica,34
konnica,102,artylerzysci,233,artylerzysci,68
artylerzysci,64,artylerzysci,125,konnica,184
konnica,83,artylerzysci,128,konnica,135
piechurzy,233,artylerzysci,139,artylerzysci,113
piechurzy,229,konnica,180,konnica,46
piechurzy,402,piechurzy,241,artylerzysci,64
piechurzy,477,konnica,89,piechurzy,71
konnica,6,piechurzy,52,piechurzy,351
konnica,456,konnica,9,piechurzy,34
artylerzysci,403,piechurzy,149,konnica,22
artylerzysci,245,piechurzy,221,konnica,81
piechurzy,303,artylerzysci,327,piechurzy,35
piechurzy,445,piechurzy,185,piechurzy,121
artylerzysci,416,artylerzysci,9,konnica,154
artylerzysci,386,artylerzysci,69,konnica,121
konnica,440,artylerzysci,39,konnica,25
konnica,502,konnica,1,piechurzy,2
artylerzysci,119,piechurzy,175,piechurzy,29
artylerzysci,341,artylerzysci,118,konnica,156
konnica,63,konnica,141,piechurzy,54
piechurzy,303,konnica,227,konnica,25
artylerzysci,247,piechurzy,254,konnica,105
artylerzysci,63,artylerzysci,87,konnica,291
piechurzy,261,artylerzysci,290,piechurzy,4
piechurzy,255,artylerzysci,6,piechurzy,344
artylerzysci,249,artylerzysci,144,piechurzy,130
konnica,293,piechurzy,113,konnica,48
konnica,88,artylerzysci,114,artylerzysci,270
artylerzysci,255,artylerzysci,194,artylerzysci,81
artylerzysci,3,konnica,217,piechurzy,182
artylerzysci,472,piechurzy,106,konnica,38
piechurzy,369,piechurzy,62,piechurzy,248
piechurzy,369,konnica,95,artylerzysci,10
artylerzysci,163,piechurzy,213,piechurzy,258
piechurzy,189,konnica,389,artylerzysci,13
konnica,264,artylerzysci,31,konnica,93
konnica,486,konnica,4,piechurzy,1
piechurzy,11,konnica,178,artylerzysci,158
artylerzysci,331,piechurzy,179,piechurzy,25
piechurzy,225,konnica,279,konnica,106
piechurzy,201,konnica,362,piechurzy,29
piechurzy,112,konnica,351,artylerzysci,53
konnica,73,konnica,144,konnica,230
konnica,341,konnica,58,piechurzy,58
konnica,11,konnica,455,piechurzy,15
artylerzysci,242,konnica,97,artylerzysci,132
piechurzy,248,piechurzy,14,piechurzy,131
artylerzysci,106,artylerzysci,384,artylerzysci,30
konnica,353,konnica,146,konnica,1
piechurzy,71,artylerzysci,405,artylerzysci,6
piechurzy,492,piechurzy,195,konnica,137
artylerzysci,467,piechurzy,81,artylerzysci,38
artylerzysci,232,artylerzysci,49,artylerzysci,119
artylerzysci,348,piechurzy,95,piechurzy,30
piechurzy,268,piechurzy,47,konnica,327
piechurzy,381,konnica,300,piechurzy,11
konnica,178,konnica,121,piechurzy,75
konnica,305,konnica,15,konnica,156
konnica,499,artylerzysci,3,artylerzysci,1
artylerzysci,106,artylerzysci,213,piechurzy,18
piechurzy,308,artylerzysci,150,artylerzysci,49
konnica,321,piechurzy,10,artylerzysci,93
artylerzysci,367,piechurzy,148,piechurzy,130
piechurzy,489,konnica,43,piechurzy,180
konnica,185,piechurzy,296,konnica,39
artylerzysci,159,konnica,227,konnica,71
artylerzysci,263,konnica,89,piechurzy,59
konnica,309,artylerzysci,46,piechurzy,115
piechurzy,265,artylerzysci,228,piechurzy,98
konnica,287,piechurzy,205,piechurzy,34
konnica,253,konnica,111,konnica,7
piechurzy,199,piechurzy,174,piechurzy,203
artylerzysci,127,artylerzysci,138,artylerzysci,11
artylerzysci,264,piechurzy,77,artylerzysci,217
piechurzy,256,piechurzy,210,artylerzysci,227
piechurzy,18,piechurzy,446,artylerzysci,40
konnica,287,konnica,112,piechurzy,89
konnica,20,artylerzysci,258,konnica,162
piechurzy,201,piechurzy,191,konnica,84
artylerzysci,37,piechurzy,87,piechurzy,369
piechurzy,326,artylerzysci,26,artylerzysci,81
artylerzysci,64,konnica,339,artylerzysci,69
piechurzy,111,piechurzy,334,artylerzysci,274
konnica,247,piechurzy,249,konnica,56
konnica,192,artylerzysci,290,konnica,92
artylerzysci,208,piechurzy,175,konnica,17
artylerzysci,271,artylerzysci,51,artylerzysci,77
piechurzy,345,artylerzysci,115,konnica,166
konnica,170,piechurzy,64,piechurzy,210
artylerzysci,113,konnica,260,konnica,43
konnica,332,artylerzysci,137,konnica,62
konnica,290,konnica,191,konnica,4
artylerzysci,126,artylerzysci,91,piechurzy,3
konnica,265,konnica,180,konnica,28
konnica,129,piechurzy,271,artylerzysci,57
artylerzysci,269,konnica,172,piechurzy,28
piechurzy,232,piechurzy,178,piechurzy,235
artylerzysci,351,konnica,235,piechurzy,3
konnica,477,artylerzysci,23,konnica,5
konnica,445,artylerzysci,33,artylerzysci,17
piechurzy,363,konnica,153,konnica,104
artylerzysci,218,artylerzysci,204,piechurzy,81
konnica,270,piechurzy,108,artylerzysci,92
artylerzysci,370,konnica,206,konnica,10
konnica,142,piechurzy,298,artylerzysci,151
piechurzy,26,piechurzy,358,piechurzy,92
artylerzysci,437,artylerzysci,20,konnica,89
piechurzy,136,konnica,41,artylerzysci,43
piechurzy,9,artylerzysci,1,artylerzysci,448
piechurzy,417,artylerzysci,159,piechurzy,145
konnica,85,konnica,103,artylerzysci,173
piechurzy,166,artylerzysci,77,piechurzy,8
konnica,490,piechurzy,12,piechurzy,4
konnica,313,artylerzysci,33,konnica,83
artylerzysci,210,konnica,199,piechurzy,66
artylerzysci,90,piechurzy,315,piechurzy,133
konnica,92,konnica,321,konnica,80
konnica,135,konnica,311,konnica,39
artylerzysci,458,artylerzysci,40,artylerzysci,64
konnica,118,konnica,33,artylerzysci,249
artylerzysci,227,artylerzysci,166,konnica,68
piechurzy,374,konnica,93,piechurzy,110
piechurzy,315,konnica,332,artylerzysci,11
konnica,278,artylerzysci,7,konnica,92
konnica,261,konnica,11,piechurzy,126
konnica,123,artylerzysci,94,konnica,76
artylerzysci,314,artylerzysci,126,konnica,72
artylerzysci,95,konnica,33,artylerzysci,248
artylerzysci,158,artylerzysci,27,piechurzy,154
konnica,268,piechurzy,195,konnica,8
artylerzysci,183,piechurzy,137,piechurzy,16
artylerzysci,152,konnica,369,konnica,4
konnica,249,konnica,189,konnica,25
piechurzy,207,artylerzysci,16,piechurzy,160
artylerzysci,136,artylerzysci,321,piechurzy,22
artylerzysci,215,artylerzysci,196,artylerzysci,89
konnica,250,piechurzy,164,konnica,154
konnica,216,konnica,164,konnica,23
konnica,447,artylerzysci,5,konnica,14
piechurzy,351,artylerzysci,140,konnica,146
artylerzysci,492,artylerzysci,102,konnica,20
konnica,106,piechurzy,288,artylerzysci,209
piechurzy,270,konnica,299,artylerzysci,68
artylerzysci,223,artylerzysci,90,piechurzy,129
piechurzy,329,konnica,17,konnica,282
piechurzy,73,konnica,251,piechurzy,104
konnica,249,artylerzysci,191,artylerzysci,35
piechurzy,367,piechurzy,181,piechurzy,52
konnica,236,piechurzy,17,konnica,157
artylerzysci,374,konnica,148,konnica,70
piechurzy,500,artylerzysci,165,konnica,41
piechurzy,274,artylerzysci,75,artylerzysci,253
konnica,125,konnica,115,piechurzy,161
piechurzy,401,artylerzysci,284,piechurzy,88
konnica,127,piechurzy,12,piechurzy,283
konnica,331,artylerzysci,86,konnica,73
piechurzy,148,konnica,24,artylerzysci,66
piechurzy,309,artylerzysci,13,artylerzysci,175
piechurzy,29,artylerzysci,415,artylerzysci,111
konnica,80,artylerzysci,285,piechurzy,126
artylerzysci,355,artylerzysci,48,piechurzy,182
piechurzy,421,konnica,162,konnica,43
piechurzy,409,konnica,98,piechurzy,121
konnica,374,piechurzy,59,konnica,66
piechurzy,296,konnica,296,artylerzysci,25
piechurzy,128,artylerzysci,203,konnica,188
piechurzy,160,piechurzy,342,konnica,11
piechurzy,66,konnica,334,piechurzy,11
artylerzysci,409,konnica,51,piechurzy,22
piechurzy,272,konnica,133,piechurzy,37
artylerzysci,138,artylerzysci,270,piechurzy,59
piechurzy,355,artylerzysci,59,piechurzy,149
konnica,122,piechurzy,121,artylerzysci,139
konnica,406,piechurzy,78,konnica,11
piechurzy,110,konnica,435,piechurzy,12
piechurzy,265,konnica,120,konnica,30
piechurzy,8,piechurzy,106,piechurzy,351
konnica,468,artylerzysci,32,piechurzy,6
artylerzysci,462,artylerzysci,41,piechurzy,21
artylerzysci,487,konnica,109,konnica,6
konnica,179,piechurzy,134,piechurzy,24
konnica,502,artylerzysci,2,artylerzysci,1
piechurzy,479,artylerzysci,158,konnica,62
piechurzy,336,piechurzy,198,artylerzysci,105
konnica,43,konnica,340,konnica,6
piechurzy,178,piechurzy,198,piechurzy,40
konnica,293,artylerzysci,61,piechurzy,56
piechurzy,28,konnica,457,konnica,3
piechurzy,102,konnica,141,konnica,192
artylerzysci,268,artylerzysci,186,piechurzy,139
piechurzy,289,konnica,28,piechurzy,327
piechurzy,308,piechurzy,73,piechurzy,16
konnica,90,piechurzy,53,konnica,198
artylerzysci,115,piechurzy,394,piechurzy,203
artylerzysci,229,artylerzysci,212,artylerzysci,61
piechurzy,321,konnica,74,piechurzy,40
artylerzysci,135,piechurzy,314,artylerzysci,230
artylerzysci,496,artylerzysci,19,piechurzy,90
artylerzysci,327,konnica,31,piechurzy,58
piechurzy,456,artylerzysci,189,piechurzy,39
artylerzysci,124,artylerzysci,87,piechurzy,228
artylerzysci,138,piechurzy,316,artylerzysci,36
piechurzy,450,artylerzysci,212,artylerzysci,117
piechurzy,84,piechurzy,394,piechurzy,221
artylerzysci,265,konnica,268,piechurzy,2
konnica,198,konnica,222,konnica,26
konnica,410,piechurzy,57,piechurzy,24
piechurzy,102,artylerzysci,243,piechurzy,197
konnica,10,piechurzy,283,konnica,10
artylerzysci,206,konnica,16,artylerzysci,128
artylerzysci,16,artylerzysci,231,konnica,204
konnica,245,artylerzysci,3,piechurzy,203
piechurzy,117,piechurzy,147,piechurzy,171
piechurzy,348,piechurzy,49,piechurzy,277
konnica,250,artylerzysci,175,piechurzy,93
piechurzy,390,piechurzy,68,piechurzy,181
artylerzysci,18,konnica,420,artylerzysci,62
konnica,106,konnica,303,artylerzysci,13
piechurzy,352,piechurzy,82,artylerzysci,202
piechurzy,50,piechurzy,467,artylerzysci,80
piechurzy,95,artylerzysci,310,piechurzy,222
konnica,153,artylerzysci,217,artylerzysci,3
konnica,336,artylerzysci,56,konnica,4
konnica,484,piechurzy,1,piechurzy,1
piechurzy,495,piechurzy,82,konnica,196
piechurzy,439,konnica,104,konnica,52
piechurzy,405,artylerzysci,84,piechurzy,131
artylerzysci,322,piechurzy,76,artylerzysci,64
artylerzysci,56,artylerzysci,56,piechurzy,294
piechurzy,251,konnica,3,artylerzysci,240
piechurzy,370,piechurzy,227,artylerzysci,51
artylerzysci,176,artylerzysci,88,artylerzysci,296
konnica,96,artylerzysci,173,piechurzy,123
konnica,405,piechurzy,82,konnica,19
artylerzysci,293,artylerzysci,245,konnica,48
konnica,432,piechurzy,61,artylerzysci,39
piechurzy,73,artylerzysci,291,piechurzy,224
piechurzy,44,piechurzy,174,piechurzy,241
konnica,328,artylerzysci,168,artylerzysci,1
piechurzy,351,artylerzysci,121,piechurzy,63
artylerzysci,59,piechurzy,200,konnica,333
konnica,36,piechurzy,158,artylerzysci,241
artylerzysci,333,piechurzy,184,artylerzysci,76
konnica,379,konnica,1,artylerzysci,83
artylerzysci,112,artylerzysci,326,konnica,8
artylerzysci,146,piechurzy,119,konnica,264
konnica,101,konnica,334,artylerzysci,48
artylerzysci,120,piechurzy,304,artylerzysci,149
artylerzysci,97,artylerzysci,44,piechurzy,57
artylerzysci,383,piechurzy,64,artylerzysci,164
konnica,237,piechurzy,61,piechurzy,198
artylerzysci,147,piechurzy,305,piechurzy,232
artylerzysci,100,konnica,91,piechurzy,37
konnica,334,piechurzy,72,piechurzy,15
piechurzy,303,piechurzy,331,konnica,112
konnica,452,konnica,26,artylerzysci,24
konnica,167,artylerzysci,203,artylerzysci,138
artylerzysci,188,artylerzysci,9,artylerzysci,334
artylerzysci,344,artylerzysci,227,piechurzy,30
konnica,368,konnica,100,konnica,16
konnica,13,artylerzysci,405,artylerzysci,97
piechurzy,207,konnica,193,piechurzy,79
piechurzy,79,piechurzy,4,artylerzysci,45
konnica,74,piechurzy,20,piechurzy,85
piechurzy,440,artylerzysci,44,artylerzysci,177
artylerzysci,423,piechurzy,55,piechurzy,88
piechurzy,316,piechurzy,183,piechurzy,75
konnica,320,piechurzy,113,konnica,90
piechurzy,18,konnica,244,artylerzysci,231
piechurzy,255,piechurzy,258,konnica,39
artylerzysci,164,artylerzysci,239,piechurzy,61
konnica,92,konnica,178,piechurzy,185
artylerzysci,251,artylerzysci,103,artylerzysci,134
konnica,345,piechurzy,14,piechurzy,38
artylerzysci,415,konnica,98,artylerzysci,29
piechurzy,148,konnica,44,artylerzysci,326
artylerzysci,408,konnica,131,piechurzy,33
piechurzy,113,piechurzy,375,konnica,158
piechurzy,317,artylerzysci,249,konnica,64
artylerzysci,180,piechurzy,176,artylerzysci,173
artylerzysci,419,konnica,135,piechurzy,3
artylerzysci,270,piechurzy,156,piechurzy,157
artylerzysci,308,artylerzysci,161,konnica,144
piechurzy,244,konnica,59,piechurzy,3
artylerzysci,196,piechurzy,311,artylerzysci,182
konnica,37,piechurzy,441,artylerzysci,190
piechurzy,415,konnica,109,piechurzy,183
artylerzysci,269,piechurzy,154,artylerzysci,77
artylerzysci,362,piechurzy,168,piechurzy,115
piechurzy,43,artylerzysci,116,konnica,329
artylerzysci,270,piechurzy,42,artylerzysci,13
konnica,422,piechurzy,39,piechurzy,21
konnica,378,artylerzysci,85,konnica,55
konnica,430,piechurzy,68,piechurzy,36
artylerzysci,142,artylerzysci,255,artylerzysci,146
konnica,88,piechurzy,20,artylerzysci,309
piechurzy,202,artylerzysci,382,konnica,33
artylerzysci,502,konnica,86,artylerzysci,21
piechurzy,411,piechurzy,49,konnica,200
artylerzysci,385,konnica,30,artylerzysci,115
piechurzy,331,piechurzy,320,konnica,45
artylerzysci,71,artylerzysci,374,artylerzysci,4
piechurzy,140,artylerzysci,100,konnica,150
artylerzysci,1,piechurzy,227,konnica,92
konnica,427,konnica,52,artylerzysci,14
konnica,86,artylerzysci,295,konnica,53
piechurzy,217,konnica,30,konnica,67
piechurzy,124,konnica,312,piechurzy,42
piechurzy,318,artylerzysci,261,piechurzy,80
piechurzy,320,konnica,233,konnica,36
konnica,111,piechurzy,88,konnica,80
artylerzysci,410,artylerzysci,190,konnica,6
konnica,284,piechurzy,59,artylerzysci,35
piechurzy,207,konnica,180,artylerzysci,90
piechurzy,101,artylerzysci,15,piechurzy,384
konnica,325,piechurzy,176,piechurzy,80
konnica,444,piechurzy,27,konnica,3
piechurzy,273,piechurzy,97,konnica,72
piechurzy,498,piechurzy,130,artylerzysci,74
artylerzysci,302,piechurzy,203,konnica,52
artylerzysci,154,konnica,171,konnica,69
piechurzy,221,piechurzy,13,artylerzysci,138
piechurzy,209,piechurzy,217,piechurzy,33
konnica,127,artylerzysci,152,piechurzy,68
konnica,120,piechurzy,41,konnica,327
piechurzy,495,konnica,240,konnica,7
piechurzy,30,konnica,311,artylerzysci,128
piechurzy,22,piechurzy,334,piechurzy,248
artylerzysci,9,artylerzysci,391,artylerzysci,1
artylerzysci,178,artylerzysci,255,piechurzy,39
piechurzy,57,konnica,238,konnica,145
piechurzy,496,konnica,117,artylerzysci,102
konnica,293,piechurzy,80,artylerzysci,154
artylerzysci,385,konnica,190,artylerzysci,19
artylerzysci,313,piechurzy,94,artylerzysci,84
piechurzy,33,konnica,370,artylerzysci,26
konnica,410,piechurzy,48,konnica,66
piechurzy,27,piechurzy,241,artylerzysci,301
konnica,71,piechurzy,167,artylerzysci,333
artylerzysci,255,konnica,34,artylerzysci,235
piechurzy,78,konnica,244,artylerzysci,122
konnica,71,artylerzysci,354,piechurzy,104
piechurzy,29,piechurzy,380,artylerzysci,286
konnica,399,artylerzysci,20,konnica,64
konnica,245,artylerzysci,120,piechurzy,91
piechurzy,426,konnica,141,artylerzysci,98
piechurzy,358,konnica,109,konnica,2
piechurzy,346,konnica,208,konnica,112
artylerzysci,50,artylerzysci,44,artylerzysci,80
artylerzysci,296,konnica,73,konnica,85
konnica,151,artylerzysci,318,artylerzysci,55
artylerzysci,486,konnica,107,konnica,19
piechurzy,315,konnica,52,piechurzy,19
piechurzy,95,piechurzy,321,piechurzy,204
konnica,122,konnica,182,artylerzysci,68
artylerzysci,279,konnica,225,artylerzysci,46
konnica,14,artylerzysci,339,artylerzysci,200
piechurzy,3,konnica,298,piechurzy,117
artylerzysci,20,konnica,368,konnica,64
piechurzy,21,piechurzy,149,piechurzy,42
konnica,401,artylerzysci,99,artylerzysci,26
artylerzysci,426,piechurzy,9,konnica,13
konnica,158,artylerzysci,121,artylerzysci,88
piechurzy,500,konnica,39,piechurzy,103
artylerzysci,298,artylerzysci,53,piechurzy,71
artylerzysci,259,konnica,72,piechurzy,203
piechurzy,149,konnica,184,konnica,7
piechurzy,88,artylerzysci,39,artylerzysci,388
artylerzysci,14,piechurzy,225,konnica,107
artylerzysci,138,konnica,219,piechurzy,129
piechurzy,389,konnica,180,artylerzysci,14
konnica,65,artylerzysci,175,konnica,149
artylerzysci,419,konnica,56,konnica,107
piechurzy,186,konnica,162,piechurzy,9
piechurzy,201,artylerzysci,93,piechurzy,162
piechurzy,140,artylerzysci,305,artylerzysci,7
piechurzy,288,konnica,130,artylerzysci,16
konnica,327,artylerzysci,169,artylerzysci,31
artylerzysci,314,piechurzy,77,konnica,59
piechurzy,430,konnica,57,piechurzy,40
piechurzy,401,konnica,287,piechurzy,12
konnica,281,konnica,173,artylerzysci,19
artylerzysci,201,piechurzy,142,artylerzysci,187
konnica,9,konnica,300,konnica,1
piechurzy,285,konnica,287,konnica,55
artylerzysci,114,piechurzy,194,artylerzysci,99
artylerzysci,314,piechurzy,5,artylerzysci,109
artylerzysci,120,konnica,105,piechurzy,59
konnica,467,artylerzysci,16,artylerzysci,3
artylerzysci,346,konnica,135,artylerzysci,79
konnica,123,konnica,276,piechurzy,101
konnica,371,konnica,114,artylerzysci,14
artylerzysci,290,konnica,250,piechurzy,14
konnica,345,konnica,88,konnica,11
artylerzysci,501,konnica,15,konnica,39
artylerzysci,323,piechurzy,13,piechurzy,145
artylerzysci,87,artylerzysci,321,konnica,139
piechurzy,336,konnica,226,piechurzy,44
artylerzysci,248,piechurzy,202,konnica,121
konnica,422,konnica,21,konnica,7
konnica,179,konnica,262,konnica,5
piechurzy,370,artylerzysci,246,artylerzysci,68
piechurzy,340,konnica,89,konnica,125
artylerzysci,95,artylerzysci,64,artylerzysci,228
piechurzy,373,konnica,109,konnica,135
artylerzysci,231,konnica,58,artylerzysci,270
artylerzysci,250,konnica,93,piechurzy,44
konnica,381,artylerzysci,62,artylerzysci,62
artylerzysci,260,artylerzysci,127,artylerzysci,189
piechurzy,243,piechurzy,347,konnica,114
artylerzysci,500,konnica,118,konnica,8
artylerzysci,40,konnica,58,artylerzysci,300
piechurzy,494,artylerzysci,51,konnica,172
konnica,309,artylerzysci,132,piechurzy,18
konnica,465,konnica,6,konnica,1
piechurzy,134,konnica,265,konnica,71
artylerzysci,27,artylerzysci,397,artylerzysci,143
artylerzysci,378,piechurzy,47,konnica,155
artylerzysci,361,piechurzy,36,piechurzy,104
artylerzysci,115,piechurzy,176,artylerzysci,28
artylerzysci,94,artylerzysci,402,artylerzysci,34
konnica,127,piechurzy,101,artylerzysci,212
konnica,379,konnica,72,konnica,9
artylerzysci,157,artylerzysci,161,artylerzysci,253
piechurzy,86,konnica,120,piechurzy,4
konnica,470,konnica,30,konnica,2
artylerzysci,71,piechurzy,274,konnica,21
konnica,277,artylerzysci,119,artylerzysci,124
artylerzysci,231,artylerzysci,287,konnica,37
konnica,216,konnica,58,konnica,222
artylerzysci,237,artylerzysci,287,konnica,54
artylerzysci,284,piechurzy,265,artylerzysci,103
piechurzy,219,konnica,283,konnica,25
piechurzy,184,konnica,185,piechurzy,55
piechurzy,448,konnica,16,konnica,40
konnica,455,artylerzysci,11,piechurzy,32
konnica,63,artylerzysci,308,piechurzy,76
piechurzy,33,piechurzy,428,piechurzy,93
konnica,3,konnica,201,artylerzysci,47
piechurzy,428,artylerzysci,278,artylerzysci,44
piechurzy,318,piechurzy,48,artylerzysci,54
piechurzy,303,piechurzy,162,artylerzysci,114
artylerzysci,135,piechurzy,30,artylerzysci,263
piechurzy,325,artylerzysci,70,artylerzysci,135
piechurzy,305,konnica,232,piechurzy,60
konnica,351,konnica,115,piechurzy,22
artylerzysci,45,artylerzysci,69,piechurzy,84
konnica,339,piechurzy,38,piechurzy,10
konnica,348,konnica,117,artylerzysci,25
konnica,234,konnica,95,artylerzysci,55
piechurzy,96,artylerzysci,9,piechurzy,78
artylerzysci,415,piechurzy,117,piechurzy,106
piechurzy,208,artylerzysci,181,konnica,47
artylerzysci,251,piechurzy,228,artylerzysci,185
konnica,248,artylerzysci,81,konnica,147
artylerzysci,301,piechurzy,242,konnica,41
artylerzysci,476,piechurzy,90,artylerzysci,54
piechurzy,374,artylerzysci,54,artylerzysci,75
piechurzy,384,konnica,126,piechurzy,55
artylerzysci,148,piechurzy,207,artylerzysci,86
piechurzy,41,konnica,478,artylerzysci,3
konnica,75,artylerzysci,117,konnica,326
konnica,85,artylerzysci,260,konnica,114
konnica,106,piechurzy,173,artylerzysci,42
piechurzy,483,konnica,101,artylerzysci,103
konnica,138,artylerzysci,281,piechurzy,53
piechurzy,348,konnica,172,piechurzy,11
artylerzysci,143,konnica,88,artylerzysci,203
piechurzy,443,konnica,161,artylerzysci,61
piechurzy,482,artylerzysci,92,artylerzysci,178
piechurzy,212,piechurzy,262,konnica,143
